id,title,author,genre,language,publicationYear,publisher,pageCount,tags,rating_average,most_popular_country,bestseller_status,awards,age_category,adapted_to_movie,movie_release_year
569,Royal Assassin,Robin Hobb,Fantasy,English,1996,Bantam Spectra,675,"magic,intrigue,epic",4.23,USA,True,None,Adult,False,1998
570,The Blade Itself,Joe Abercrombie,Fantasy,English,2006,Gollancz,515,"grimdark,war,character",4.16,UK,True,None,Adult,False,1998
571,Before They Are Hanged,Joe Abercrombie,Fantasy,English,2007,Gollancz,539,"grimdark,epic,war",4.24,UK,True,None,Adult,False,1998
572,The Lies of Locke Lamora,Scott Lynch,Fantasy,English,2006,Gollancz,499,"heist,magic,humor",4.3,USA,True,None,Adult,False,1998
573,The Black Company,Glen Cook,Fantasy,English,1984,Tor Books,319,"grimdark,war,classic",3.98,USA,True,None,Adult,False,1998
574,Gardens of the Moon,Steven Erikson,Fantasy,English,1999,Bantam,712,"epic,complex,war",3.88,Canada,True,None,Adult,False,1998
575,The Poppy War,R.F. Kuang,Fantasy,English,2018,Harper Voyager,530,"war,magic,grimdark",4.06,China,True,Crawford Award,Adult,False,1998
576,Babel,R.F. Kuang,Fantasy,English,2022,Harper Voyager,544,"dark academia,magic,history",4.18,UK,True,Nebula Award,Adult,False,1998
577,Yellowface,R.F. Kuang,Satire,English,2023,William Morrow,336,"publishing,satire,thriller",3.85,USA,True,Goodreads Choice Award,Adult,False,1998
578,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,Fiction,English,2022,Knopf,401,"gaming,friendship,love",4.19,USA,True,Goodreads Choice Award,Adult,False,1998
579,Bunny,Mona Awad,Horror,English,2019,Viking,304,"dark academia,surreal,horror",3.6,USA,True,Goodreads Choice Nominee,Adult,False,1998
580,Mexican Gothic,Silvia Moreno-Garcia,Horror,English,2020,Del Rey,301,"gothic,horror,mexico",3.65,Mexico,True,Locus Award,Adult,False,1998
581,The House in the Cerulean Sea,TJ Klune,Fantasy,English,2020,Tor,394,"magic,wholesome,lgbt",4.45,USA,True,Alex Award,Adult,False,1998
582,Sea of Tranquility,Emily St. John Mandel,Sci-Fi,English,2022,Knopf,255,"time travel,pandemic,scifi",4.16,Canada,True,Goodreads Choice Award,Adult,False,1998
583,Piranesi,Susanna Clarke,Fantasy,English,2020,Bloomsbury,245,"mystery,magic,philosophy",4.23,UK,True,Women's Prize for Fiction,Adult,False,1998
584,Jonathan Strange & Mr Norrell,Susanna Clarke,Fantasy,English,2004,Bloomsbury,782,"magic,history,classic style",3.83,UK,True,Hugo Award,Adult,True,2015
585,Klara and the Sun,Kazuo Ishiguro,Sci-Fi,English,2021,Faber & Faber,303,"ai,philosophy,future",3.74,UK,True,Booker Prize Longlist,Adult,False,1998
586,The Buried Giant,Kazuo Ishiguro,Fantasy,English,2015,Faber & Faber,317,"memory,fantasy,arthurian",3.53,UK,True,None,Adult,False,1998
587,Saturday,Ian McEwan,Fiction,English,2005,Jonathan Cape,289,"london,realism,post-9/11",3.54,UK,True,James Tait Black Prize,Adult,False,1998
588,The English Patient,Michael Ondaatje,Historical Fiction,English,1992,McClelland and Stewart,320,"war,romance,history",3.85,Canada,True,Booker Prize,Adult,True,1996
589,Possession,A.S. Byatt,Romance,English,1990,Chatto & Windus,555,"mystery,romance,literary",3.83,UK,True,Booker Prize,Adult,True,2002
590,The Satanic Verses,Salman Rushdie,Magical Realism,English,1988,Viking,561,"religion,controversial,surreal",3.67,UK,True,Whitbread Award,Adult,False,1998
591,The Lost Symbol,Dan Brown,Thriller,English,2009,Doubleday,509,"mystery,history,freemasons",3.74,USA,True,None,Adult,True,2021
592,Ghostwritten,David Mitchell,Fiction,English,1999,Sceptre,426,"travel,connection,complex",4.06,UK,True,John Llewellyn Rhys Prize,Adult,False,1998
593,The Bone Clocks,David Mitchell,Fantasy,English,2014,Sceptre,624,"fantasy,time,complex",3.82,UK,True,World Fantasy Award,Adult,False,1998
594,Black Swan Green,David Mitchell,Coming-of-age,English,2006,Sceptre,294,"growing up,80s,semi-autobiographical",4.03,UK,True,None,Adult,False,1998
595,House of Leaves,Mark Z. Danielewski,Horror,English,2000,Pantheon,709,"horror,experimental,complex",4.08,USA,True,None,Adult,False,1998
596,Brief Interviews with Hideous Men,David Foster Wallace,Short Stories,English,1999,"Little, Brown",273,"psychology,dark,experimental",3.89,USA,True,None,Adult,True,2009
597,A Confederacy of Dunces,John Kennedy Toole,Satire,English,1980,LSU Press,394,"humor,classic,picaresque",3.88,USA,True,Pulitzer Prize,Adult,False,1998
598,The Heart is a Lonely Hunter,Carson McCullers,Southern Gothic,English,1940,Houghton Mifflin,359,"loneliness,classic,south",4.04,USA,True,None,Adult,True,1968
599,Wise Blood,Flannery O'Connor,Southern Gothic,English,1952,Harcourt,236,"religion,satire,south",4.03,USA,True,None,Adult,True,1979
600,Trigger Warning,Neil Gaiman,Short Stories,English,2015,William Morrow,310,"horror,fantasy,anthology",3.96,UK,True,Locus Award,Adult,False,1998
601,Harry Potter and the Goblet of Fire,J.K. Rowling,Fantasy,English,2000,Bloomsbury,636,"magic,school,tournament",4.56,UK,True,Hugo Award,Children,True,2005
602,Harry Potter and the Order of the Phoenix,J.K. Rowling,Fantasy,English,2003,Bloomsbury,766,"magic,rebellion,politics",4.5,UK,True,None,Children,True,2007
603,Harry Potter and the Half-Blood Prince,J.K. Rowling,Fantasy,English,2005,Bloomsbury,607,"magic,history,romance",4.57,UK,True,British Book Award,Children,True,2009
604,Harry Potter and the Deathly Hallows,J.K. Rowling,Fantasy,English,2007,Bloomsbury,607,"magic,war,finale",4.62,UK,True,None,Children,True,2010
605,A Clash of Kings,George R.R. Martin,Fantasy,English,1998,Bantam Spectra,768,"epic,war,politics",4.41,USA,True,Locus Award,Adult,True,2012
606,A Storm of Swords,George R.R. Martin,Fantasy,English,2000,Bantam Spectra,973,"epic,war,tragedy",4.54,USA,True,Locus Award,Adult,True,2013
607,A Feast for Crows,George R.R. Martin,Fantasy,English,2005,Bantam Spectra,753,"epic,politics,dark",4.14,USA,True,None,Adult,True,2015
608,A Dance with Dragons,George R.R. Martin,Fantasy,English,2011,Bantam Spectra,1016,"epic,dragons,winter",4.32,USA,True,Locus Award,Adult,True,2015
609,The Eye of the World,Robert Jordan,Fantasy,English,1990,Tor Books,814,"epic,magic,journey",4.18,USA,True,None,Adult,True,2021
610,The Great Hunt,Robert Jordan,Fantasy,English,1990,Tor Books,705,"epic,adventure,magic",4.22,USA,True,None,Adult,True,2021
611,The Dragon Reborn,Robert Jordan,Fantasy,English,1991,Tor Books,624,"epic,destiny,magic",4.25,USA,True,None,Adult,True,2021
612,Casino Royale,Ian Fleming,Spy Fiction,English,1953,Jonathan Cape,213,"spy,bond,gambling",3.76,UK,True,None,Adult,True,2006
613,Live and Let Die,Ian Fleming,Spy Fiction,English,1954,Jonathan Cape,221,"spy,crime,vodou",3.67,UK,True,None,Adult,True,1973
614,Moonraker,Ian Fleming,Spy Fiction,English,1955,Jonathan Cape,247,"spy,rocket,london",3.74,UK,True,None,Adult,True,1979
615,Goldfinger,Ian Fleming,Spy Fiction,English,1959,Jonathan Cape,318,"spy,gold,villain",3.83,UK,True,None,Adult,True,1964
616,Tinker Tailor Soldier Spy,John le Carré,Spy Fiction,English,1974,Hodder & Stoughton,381,"spy,cold war,mystery",4.06,UK,True,None,Adult,True,2011
617,The Spy Who Came in from the Cold,John le Carré,Spy Fiction,English,1963,Victor Gollancz,224,"spy,cold war,tragedy",4.08,UK,True,Edgar Award,Adult,True,1965
618,Smiley's People,John le Carré,Spy Fiction,English,1979,Hodder & Stoughton,395,"spy,cold war,finale",4.06,UK,True,None,Adult,True,1982
619,The Day of the Jackal,Frederick Forsyth,Thriller,English,1971,Hutchinson,358,"assassin,suspense,history",4.24,UK,True,Edgar Award,Adult,True,1973
620,The Bourne Identity,Robert Ludlum,Thriller,English,1980,Richard Marek,566,"spy,action,amnesia",4.03,USA,True,None,Adult,True,2002
621,The Bourne Supremacy,Robert Ludlum,Thriller,English,1986,Random House,646,"spy,action,asia",3.95,USA,True,None,Adult,True,2004
622,The Hunt for Red October,Tom Clancy,Techno-thriller,English,1984,Naval Institute Press,387,"military,submarine,cold war",4.09,USA,True,None,Adult,True,1990
623,Patriot Games,Tom Clancy,Techno-thriller,English,1987,Putnam,503,"terrorism,spy,action",4.05,USA,True,None,Adult,True,1992
624,Shōgun,James Clavell,Historical Fiction,English,1975,Hodder & Stoughton,1152,"japan,history,epic",4.39,UK,True,None,Adult,True,1980
625,Tai-Pan,James Clavell,Historical Fiction,English,1966,Atheneum,734,"history,hong kong,business",4.23,UK,True,None,Adult,True,1986
626,King Rat,James Clavell,Historical Fiction,English,1962,"Little, Brown",352,"war,survival,prison",4.07,UK,True,None,Adult,True,1965
627,Sphere,Michael Crichton,Sci-Fi,English,1987,Knopf,371,"ocean,aliens,psychology",3.8,USA,True,None,Adult,True,1998
628,The Andromeda Strain,Michael Crichton,Sci-Fi,English,1969,Knopf,327,"science,virus,thriller",3.89,USA,True,None,Adult,True,1971
629,Congo,Michael Crichton,Adventure,English,1980,Knopf,480,"jungle,technology,apes",3.61,USA,True,None,Adult,True,1995
630,Timeline,Michael Crichton,Sci-Fi,English,1999,Knopf,496,"time travel,history,knights",3.85,USA,True,None,Adult,True,2003
631,The Martian Chronicles,Ray Bradbury,Sci-Fi,English,1950,Doubleday,222,"mars,space,short stories",4.13,USA,True,None,Adult,True,1980
632,The Illustrated Man,Ray Bradbury,Sci-Fi,English,1951,Doubleday,275,"scifi,tattoos,short stories",4.12,USA,True,None,Adult,True,1969
633,Something Wicked This Way Comes,Ray Bradbury,Fantasy,English,1962,Simon & Schuster,293,"horror,carnival,classic",3.94,USA,True,None,Young Adult,True,1983
634,I Am Legend,Richard Matheson,Horror,English,1954,Gold Medal Books,160,"vampires,isolation,scifi",4.0,USA,True,None,Adult,True,2007
635,What Dreams May Come,Richard Matheson,Fantasy,English,1978,Putnam,288,"afterlife,love,fantasy",4.11,USA,True,None,Adult,True,1998
636,Contact,Carl Sagan,Sci-Fi,English,1985,Simon & Schuster,432,"aliens,science,religion",4.13,USA,True,Locus Award,Adult,True,1997
637,World Without End,Ken Follett,Historical Fiction,English,2007,Dutton,1014,"history,architecture,plague",4.26,UK,True,None,Adult,True,2012
638,The Bad Beginning,Lemony Snicket,Children's Fiction,English,1999,HarperCollins,162,"humor,gothic,kids",3.94,USA,True,None,Children,True,2004
639,The Reptile Room,Lemony Snicket,Children's Fiction,English,1999,HarperCollins,190,"humor,gothic,kids",3.98,USA,True,None,Children,True,2004
640,Sideways Stories from Wayside School,Louis Sachar,Children's Fiction,English,1978,Follett,128,"humor,school,absurd",4.16,USA,True,None,Children,True,2005
641,The Jungle,Upton Sinclair,Political Fiction,English,1906,Doubleday,375,"history,politics,poverty",3.75,USA,True,None,Adult,False,1998
642,A Farewell to Arms,Ernest Hemingway,War,English,1929,Scribner,293,"war,romance,tragedy",3.8,USA,True,None,Adult,True,1932
643,Main Street,Sinclair Lewis,Satire,English,1920,Harcourt,451,"classic,satire,society",3.74,USA,True,None,Adult,False,1998
644,The Duke and I,Julia Quinn,Romance,English,2000,Avon,384,"romance,regency,family",3.84,USA,True,None,Adult,True,2020
645,The Viscount Who Loved Me,Julia Quinn,Romance,English,2000,Avon,378,"romance,regency,enemies to lovers",4.04,USA,True,None,Adult,True,2022
646,The Thorn Birds,Colleen McCullough,Historical Fiction,English,1977,Harper & Row,692,"australia,romance,epic",4.23,Australia,True,None,Adult,True,1983
647,Streets of Laredo,Larry McMurtry,Western,English,1993,Simon & Schuster,589,"western,adventure,sequel",4.08,USA,True,None,Adult,True,1995
648,Empire of the Sun,J.G. Ballard,War,English,1984,Gollancz,279,"war,survival,semi-autobiographical",3.91,UK,True,James Tait Black Prize,Adult,True,1987
649,Crash,J.G. Ballard,Transgressive,English,1973,Jonathan Cape,224,"psychology,dark,controversial",3.32,UK,True,None,Adult,True,1996
650,High Rise,J.G. Ballard,Dystopian,English,1975,Jonathan Cape,208,"dystopia,society,class",3.68,UK,True,None,Adult,True,2015
651,The Wise Man's Fear,Patrick Rothfuss,Fantasy,English,2011,DAW Books,994,"magic,adventure,sequel",4.55,USA,True,None,Adult,False,1998
652,The Slow Regard of Silent Things,Patrick Rothfuss,Fantasy,English,2014,DAW Books,159,"magic,lyrical,novella",4.16,USA,True,None,Adult,False,1998
653,The Dark Forest,Cixin Liu,Sci-Fi,English,2008,Chongqing Press,512,"aliens,strategy,philosophy",4.4,China,True,None,Adult,False,1998
654,Death's End,Cixin Liu,Sci-Fi,English,2010,Chongqing Press,604,"aliens,time,universe",4.46,China,True,Locus Award,Adult,False,1998
655,Speaker for the Dead,Orson Scott Card,Sci-Fi,English,1986,Tor Books,415,"aliens,philosophy,sequel",4.06,USA,True,"Hugo,Nebula",Adult,False,1998
656,Xenocide,Orson Scott Card,Sci-Fi,English,1991,Tor Books,592,"aliens,virus,philosophy",3.76,USA,True,None,Adult,False,1998
657,The Gunslinger,Stephen King,Fantasy,English,1982,Grant,224,"western,fantasy,epic",3.93,USA,True,None,Adult,True,2017
658,The Drawing of the Three,Stephen King,Fantasy,English,1987,Grant,400,"fantasy,time travel,epic",4.22,USA,True,None,Adult,False,1998
659,The Waste Lands,Stephen King,Fantasy,English,1991,Grant,512,"fantasy,epic,train",4.25,USA,True,None,Adult,False,1998
660,Doctor Sleep,Stephen King,Horror,English,2013,Scribner,531,"horror,powers,recovery",4.09,USA,True,Bram Stoker Award,Adult,True,2019
662,Time of Contempt,Andrzej Sapkowski,Fantasy,English,1995,SuperNOWA,331,"magic,war,witcher",4.25,Poland,True,None,Adult,True,2019
663,Baptism of Fire,Andrzej Sapkowski,Fantasy,English,1996,SuperNOWA,343,"magic,adventure,witcher",4.32,Poland,True,None,Adult,True,2019
664,The Tower of the Swallow,Andrzej Sapkowski,Fantasy,English,1997,SuperNOWA,436,"magic,dark,witcher",4.34,Poland,True,None,Adult,True,2019
665,Lady of the Lake,Andrzej Sapkowski,Fantasy,English,1999,SuperNOWA,531,"magic,finale,witcher",4.29,Poland,True,None,Adult,True,2019
666,"Sandman, Vol. 1: Preludes & Nocturnes",Neil Gaiman,Graphic Novel,English,1989,DC Comics,240,"fantasy,comics,mythology",4.23,USA,True,None,Adult,True,2022
667,"Sandman, Vol. 2: The Doll's House",Neil Gaiman,Graphic Novel,English,1990,DC Comics,232,"fantasy,comics,serial killer",4.4,USA,True,None,Adult,True,2022
668,Fun Home: A Family Tragicomic,Alison Bechdel,Graphic Memoir,English,2006,Houghton Mifflin,232,"memoir,lgbt,comics",4.08,USA,True,Eisner Award,Adult,True,2013
669,Persepolis 2: The Story of a Return,Marjane Satrapi,Memoir,English,2004,L'Association,187,"memoir,iran,comics",4.36,France,True,None,Adult,True,2007
670,The Hate U Give,Angie Thomas,Young Adult,English,2017,Balzer + Bray,444,"racism,activism,family",4.49,USA,True,Goodreads Choice Award,Young Adult,True,2018
671,Looking for Alaska,John Green,Young Adult,English,2005,Dutton,221,"teen,romance,tragedy",3.99,USA,True,Printz Award,Young Adult,True,2019
672,Paper Towns,John Green,Young Adult,English,2008,Dutton,305,"mystery,road trip,teen",3.86,USA,True,Edgar Award,Young Adult,True,2015
673,Thirteen Reasons Why,Jay Asher,Young Adult,English,2007,RazorBill,288,"suicide,mystery,teen",3.92,USA,True,None,Young Adult,True,2017
674,Miss Peregrine's Home for Peculiar Children,Ransom Riggs,Fantasy,English,2011,Quirk Books,352,"photos,mystery,magic",3.9,USA,True,None,Young Adult,True,2016
675,Hollow City,Ransom Riggs,Fantasy,English,2014,Quirk Books,400,"photos,sequel,magic",4.05,USA,True,None,Young Adult,False,1998
676,The Scorch Trials,James Dashner,Sci-Fi,English,2010,Delacorte,361,"dystopia,survival,action",3.9,USA,True,None,Young Adult,True,2015
677,The Death Cure,James Dashner,Sci-Fi,English,2011,Delacorte,324,"dystopia,finale,action",3.8,USA,True,None,Young Adult,True,2018
678,Insurgent,Veronica Roth,Dystopian,English,2012,Katherine Tegen,525,"action,romance,war",4.02,USA,True,Goodreads Choice Award,Young Adult,True,2015
679,Allegiant,Veronica Roth,Dystopian,English,2013,Katherine Tegen,526,"finale,twist,scifi",3.6,USA,True,Goodreads Choice Award,Young Adult,True,2016
680,New Moon,Stephenie Meyer,Romance,English,2006,"Little, Brown",563,"vampires,werewolves,romance",3.55,USA,True,None,Young Adult,True,2009
681,Eclipse,Stephenie Meyer,Romance,English,2007,"Little, Brown",629,"vampires,love triangle,war",3.7,USA,True,None,Young Adult,True,2010
682,Breaking Dawn,Stephenie Meyer,Romance,English,2008,"Little, Brown",756,"vampires,marriage,finale",3.72,USA,True,British Book Award,Young Adult,True,2011
683,A Court of Mist and Fury,Sarah J. Maas,Fantasy,English,2016,Bloomsbury,626,"romance,fae,epic",4.6,USA,True,Goodreads Choice Award,Adult,False,1998
684,A Court of Wings and Ruin,Sarah J. Maas,Fantasy,English,2017,Bloomsbury,699,"war,romance,fae",4.46,USA,True,Goodreads Choice Award,Adult,False,1998
685,Schindler's List,Thomas Keneally,Historical Fiction,English,1982,Simon & Schuster,448,"holocaust,history,heroism",4.35,Australia,True,Booker Prize,Adult,True,1993
686,Brooklyn,Colm Tóibín,Historical Fiction,English,2009,Viking,262,"immigration,romance,history",3.92,Ireland,True,Costa Novel Award,Adult,True,2015
687,The Reader,Bernhard Schlink,Historical Fiction,German,1995,Diogenes,218,"holocaust,law,romance",3.77,Germany,True,None,Adult,True,2008
688,The Sea of Monsters,Rick Riordan,Fantasy,English,2006,Miramax,279,"mythology,adventure,sea",4.23,USA,True,None,Children,True,2013
689,The Titan's Curse,Rick Riordan,Fantasy,English,2007,Hyperion,312,"mythology,adventure,prophecy",4.33,USA,True,None,Children,False,1998
690,The Battle of the Labyrinth,Rick Riordan,Fantasy,English,2008,Hyperion,361,"mythology,maze,action",4.38,USA,True,None,Children,False,1998
691,The Last Olympian,Rick Riordan,Fantasy,English,2009,Hyperion,381,"mythology,finale,war",4.5,USA,True,None,Children,False,1998
692,Artemis Fowl: The Arctic Incident,Eoin Colfer,Fantasy,English,2002,Viking,288,"heist,fairies,sequel",3.93,Ireland,True,None,Children,False,1998
693,The Tipping Point,Malcolm Gladwell,Non-fiction,English,2000,"Little, Brown",301,"sociology,business,psychology",3.98,Canada,True,None,Adult,False,1998
694,Blink,Malcolm Gladwell,Psychology,English,2005,"Little, Brown",296,"psychology,decision making,science",3.94,Canada,True,None,Adult,False,1998
695,Nudge,Richard H. Thaler,Economics,English,2008,Yale University Press,312,"economics,psychology,politics",3.84,USA,True,None,Adult,False,1998
696,Predictably Irrational,Dan Ariely,Psychology,English,2008,HarperCollins,280,"economics,psychology,behavior",4.12,USA,True,None,Adult,False,1998
697,Men at Arms,Terry Pratchett,Fantasy,English,1993,Gollancz,377,"satire,police,discworld",4.43,UK,True,None,Adult,False,1998
698,Reaper Man,Terry Pratchett,Fantasy,English,1991,Gollancz,352,"death,humor,discworld",4.39,UK,True,None,Adult,False,1998
699,Wyrd Sisters,Terry Pratchett,Fantasy,English,1988,Gollancz,265,"witches,shakespeare,humor",4.24,UK,True,None,Adult,True,1997
700,The Valley of Fear,Arthur Conan Doyle,Detective,English,1915,"Smith, Elder & Co.",320,"mystery,sherlock,classic",4.0,UK,True,None,Adult,False,1998
701,Foundation and Empire,Isaac Asimov,Sci-Fi,English,1952,Gnome Press,247,"scifi,psychohistory,empire",4.23,USA,True,None,Adult,True,2021
702,Second Foundation,Isaac Asimov,Sci-Fi,English,1953,Gnome Press,225,"scifi,mystery,classic",4.25,USA,True,None,Adult,True,2021
703,"Life, the Universe and Everything",Douglas Adams,Sci-Fi,English,1982,Pan Books,224,"humor,scifi,satire",4.19,UK,True,None,Adult,False,1998
704,"So Long, and Thanks for All the Fish",Douglas Adams,Sci-Fi,English,1984,Pan Books,224,"humor,romance,dolphins",4.11,UK,True,None,Adult,False,1998
705,The Light Fantastic,Terry Pratchett,Fantasy,English,1986,Colin Smythe,241,"humor,magic,discworld",3.99,UK,True,None,Adult,True,2008
706,Equal Rites,Terry Pratchett,Fantasy,English,1987,Gollancz,228,"feminism,magic,discworld",4.09,UK,True,None,Adult,False,1998
707,Sourcery,Terry Pratchett,Fantasy,English,1988,Gollancz,243,"humor,magic,discworld",4.04,UK,True,None,Adult,False,1998
708,Eric,Terry Pratchett,Fantasy,English,1990,Gollancz,160,"humor,faust,discworld",3.93,UK,True,None,Adult,False,1998
709,The Testaments,Margaret Atwood,Dystopian,English,2019,McClelland & Stewart,419,"dystopia,feminism,sequel",4.18,Canada,True,Booker Prize,Adult,False,1998
710,Oryx and Crake,Margaret Atwood,Sci-Fi,English,2003,McClelland & Stewart,376,"dystopia,science,apocalypse",4.01,Canada,True,Booker Prize Shortlist,Adult,False,1998
711,The Blind Assassin,Margaret Atwood,Historical Fiction,English,2000,McClelland & Stewart,521,"mystery,history,complex",3.96,Canada,True,Booker Prize,Adult,False,1998
712,Alias Grace,Margaret Atwood,Historical Fiction,English,1996,McClelland & Stewart,468,"crime,history,canada",4.03,Canada,True,Giller Prize,Adult,True,2017
713,Artemis,Andy Weir,Sci-Fi,English,2017,Crown,305,"moon,heist,science",3.67,USA,True,Goodreads Choice Award,Adult,False,1998
714,Seveneves,Neal Stephenson,Sci-Fi,English,2015,William Morrow,880,"space,apocalypse,hard scifi",3.99,USA,True,None,Adult,False,1998
715,Cryptonomicon,Neal Stephenson,Historical Fiction,English,1999,Avon,1139,"tech,history,coding",4.24,USA,True,Locus Award,Adult,False,1998
717,Count Zero,William Gibson,Cyberpunk,English,1986,Gollancz,256,"cyberpunk,ai,hacker",3.93,USA,True,None,Adult,False,1998
718,Mona Lisa Overdrive,William Gibson,Cyberpunk,English,1988,Gollancz,260,"cyberpunk,scifi,sequel",3.9,USA,True,None,Adult,False,1998
719,The Magicians,Lev Grossman,Fantasy,English,2009,Viking,402,"magic,dark,narnia-esque",3.51,USA,True,Alex Award,Adult,True,2015
720,Prince Caspian,C.S. Lewis,Fantasy,English,1951,Geoffrey Bles,223,"magic,classic,adventure",3.98,UK,True,None,Children,True,2008
721,The Voyage of the Dawn Treader,C.S. Lewis,Fantasy,English,1952,Geoffrey Bles,248,"sea,adventure,magic",4.09,UK,True,None,Children,True,2010
722,The Silver Chair,C.S. Lewis,Fantasy,English,1953,Geoffrey Bles,217,"magic,quest,classic",3.96,UK,True,None,Children,True,1990
723,The Horse and His Boy,C.S. Lewis,Fantasy,English,1954,Geoffrey Bles,199,"adventure,horses,classic",3.92,UK,True,None,Children,False,1998
724,La Belle Sauvage,Philip Pullman,Fantasy,English,2017,Knopf,451,"magic,prequel,adventure",4.05,UK,True,None,Young Adult,False,1998
725,Cujo,Stephen King,Horror,English,1981,Viking,309,"horror,dog,tension",3.68,USA,True,None,Adult,True,1983
726,Firestarter,Stephen King,Sci-Fi,English,1980,Viking,403,"powers,thriller,conspiracy",3.86,USA,True,None,Adult,True,1984
727,The Dead Zone,Stephen King,Thriller,English,1979,Viking,402,"powers,politics,thriller",3.95,USA,True,None,Adult,True,1983
728,Thinner,Stephen King,Horror,English,1984,NAL Books,309,"horror,curse,thriller",3.63,USA,True,None,Adult,True,1996
729,Sputnik Sweetheart,Haruki Murakami,Fiction,Japanese,1999,Kodansha,210,"japan,mystery,love",3.82,Japan,True,None,Adult,False,1998
730,After Dark,Haruki Murakami,Magical Realism,Japanese,2004,Kodansha,191,"japan,night,surreal",3.74,Japan,True,None,Adult,False,1998
731,Demons,Fyodor Dostoevsky,Political Fiction,English,1872,The Russian Messenger,768,"russia,politics,philosophy",4.27,Russia,True,None,Adult,False,1998
732,The Death of Ivan Ilyich,Leo Tolstoy,Novella,Russian,1886,Unknown,86,"death,philosophy,classic",4.05,Russia,True,None,Adult,True,1985
733,Resurrection,Leo Tolstoy,Fiction,Russian,1899,Niva,503,"russia,redemption,justice",3.94,Russia,True,None,Adult,True,1960
734,The Fall,Albert Camus,Philosophy,French,1956,Gallimard,147,"existentialism,monologue,philosophy",4.04,France,True,Nobel Prize,Adult,False,1998
735,No Exit,Jean-Paul Sartre,Play,French,1944,Gallimard,60,"existentialism,play,hell",4.07,France,True,Nobel Prize,Adult,True,1954
736,Death of a Salesman,Arthur Miller,Play,English,1949,Viking,144,"play,tragedy,american dream",3.76,USA,True,Pulitzer Prize,Adult,True,1985
737,The Crucible,Arthur Miller,Play,English,1953,Viking,143,"play,history,hysteria",4.06,USA,True,Tony Award,Adult,True,1996
738,A Streetcar Named Desire,Tennessee Williams,Play,English,1947,New Directions,107,"play,drama,south",3.98,USA,True,Pulitzer Prize,Adult,True,1951
739,Cat on a Hot Tin Roof,Tennessee Williams,Play,English,1955,New Directions,173,"play,family,drama",4.06,USA,True,Pulitzer Prize,Adult,True,1958
740,The Pearl,John Steinbeck,Parable,English,1947,Viking,96,"classic,greed,tragedy",3.44,USA,True,None,Adult,True,1947
741,Cannery Row,John Steinbeck,Fiction,English,1945,Viking,181,"classic,humor,community",4.03,USA,True,None,Adult,True,1982
742,The Red Pony,John Steinbeck,Novella,English,1933,Covici Friede,95,"classic,coming-of-age,horses",3.39,USA,True,None,Children,True,1949
743,Stuart Little,E.B. White,Children's Fiction,English,1945,Harper & Brothers,131,"animals,classic,kids",3.85,USA,True,None,Children,True,1999
744,The Trumpet of the Swan,E.B. White,Children's Fiction,English,1970,Harper & Row,252,"animals,music,classic",4.06,USA,True,None,Children,True,2001
745,Mythology,Edith Hamilton,Non-fiction,English,1942,"Little, Brown",497,"mythology,history,classic",4.14,USA,True,None,Adult,False,1998
746,Norse Mythology,Neil Gaiman,Fantasy,English,2017,W. W. Norton,301,"mythology,fantasy,retelling",4.09,UK,True,None,Adult,False,1998
747,Silent Spring,Rachel Carson,Non-fiction,English,1962,Houghton Mifflin,368,"science,environment,classic",4.16,USA,True,National Book Award Nominee,Adult,False,1998
748,"Saga, Vol. 1",Brian K. Vaughan,Graphic Novel,English,2012,Image Comics,160,"scifi,fantasy,comics",4.53,USA,True,"Hugo,Eisner",Adult,False,1998
749,The Woman in Cabin 10,Ruth Ware,Thriller,English,2016,Harvill Secker,340,"mystery,cruise,suspense",3.68,UK,True,Goodreads Choice Nominee,Adult,False,1998
750,Verity,Colleen Hoover,Thriller,English,2018,Independently published,314,"thriller,romance,twist",4.37,USA,True,Goodreads Choice Nominee,Adult,False,1998
751,Inferno,Dan Brown,Thriller,English,2013,Doubleday,461,"mystery,dante,italy",3.86,USA,True,None,Adult,True,2016
752,Origin,Dan Brown,Thriller,English,2017,Doubleday,461,"mystery,science,spain",3.83,USA,True,None,Adult,False,1998
753,The Shadow Rising,Robert Jordan,Fantasy,English,1992,Tor Books,1001,"epic,desert,magic",4.27,USA,True,None,Adult,True,2021
754,The Fires of Heaven,Robert Jordan,Fantasy,English,1993,Tor Books,912,"epic,war,politics",4.23,USA,True,None,Adult,True,2021
755,Night Watch,Terry Pratchett,Fantasy,English,2002,Doubleday,480,"time travel,police,discworld",4.5,UK,True,Prometheus Award,Adult,False,1998
756,Thud!,Terry Pratchett,Fantasy,English,2005,Doubleday,373,"mystery,fantasy,discworld",4.33,UK,True,None,Adult,False,1998
757,The Moon Is a Harsh Mistress,Robert A. Heinlein,Sci-Fi,English,1966,Putnam,382,"politics,moon,revolution",4.16,USA,True,Hugo Award,Adult,False,1998
758,Fragile Things,Neil Gaiman,Short Stories,English,2006,William Morrow,360,"fantasy,horror,anthology",4.03,UK,True,Locus Award,Adult,False,1998
759,Elantris,Brandon Sanderson,Fantasy,English,2005,Tor Books,638,"magic,zombies,politics",4.18,USA,True,None,Adult,False,1998
760,Warbreaker,Brandon Sanderson,Fantasy,English,2009,Tor Books,688,"magic,color,sisters",4.26,USA,True,None,Adult,False,1998
