Status Pesanan,Waktu Pesanan Dibuat,Metode Pembayaran,Jumlah,Returned Quantity,Total Diskon,Total Berat,Ongkos Kirim Dibayar oleh Pembeli,Estimasi Potongan Biaya Pengiriman,Total Pembayaran,Perkiraan Ongkos Kirim,Provinsi,Kategori Produk,Jenis Pembatalan,Alasan Pembatalan,Ekspedisi,Metode Pengiriman,Jumlah Terjual Bersih,Weekend
Selesai,2024-09-01 20:17:00,Online Payment,1,0,0.0,2.0,1000.0,15000.0,40500,16000.0,Dki Jakarta,Kitchen & Dining,nan,,SPX,Hemat,1,1
Selesai,2024-09-01 20:17:00,Online Payment,1,0,0.0,2.0,1000.0,15000.0,40500,16000.0,Dki Jakarta,Kitchen & Dining,nan,,SPX,Hemat,1,1
Selesai,2024-09-01 20:22:00,Online Payment,1,0,0.0,0.5,1000.0,15000.0,20000,16000.0,Jawa Tengah,Home Organization & Living,nan,,SPX,Hemat,1,1
Selesai,2024-09-01 20:24:00,Online Payment,1,0,0.0,1.0,0.0,8000.0,44500,8000.0,Dki Jakarta,Food Storage & Packaging,nan,,SPX,Hemat,1,1
Selesai,2024-09-01 20:56:00,Saldo ShopeePay,1,0,0.0,0.5,0.0,9500.0,21800,9500.0,Jawa Barat,Home Organization & Living,nan,,SPX,Reguler,1,1
Selesai,2024-09-01 20:59:00,Saldo ShopeePay,1,0,0.0,0.5,0.0,8000.0,18900,8000.0,Banten,Home Organization & Living,nan,,SPX,Hemat,1,1
Selesai,2024-09-01 21:16:00,SPayLater,1,0,0.0,1.0,0.0,8000.0,38067,8000.0,Banten,Home Organization & Living,nan,,SPX,Hemat,1,1
Selesai,2024-09-01 21:16:00,SPayLater,1,0,0.0,1.0,0.0,8000.0,38067,8000.0,Banten,Home Organization & Living,nan,,SPX,Hemat,1,1
Selesai,2024-09-01 21:23:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,8000.0,17939,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,1
Batal,2024-09-01 21:24:00,Online Payment,1,0,0.0,0.5,0.0,0.0,0,10000.0,Dki Jakarta,Home Organization & Living,Sistem Otomatis,Lainnya,Platform Default,Reguler,1,1
Selesai,2024-09-01 21:33:00,Saldo ShopeePay,1,0,0.0,0.08,4000.0,10000.0,11500,14000.0,Jawa Barat,Tools & Accessories,nan,,SPX,Hemat,1,1
Selesai,2024-09-01 21:52:00,Online Payment,2,0,0.0,8.0,82000.0,30000.0,759000,112000.0,Jawa Timur,Tools & Accessories,nan,,SPX,Hemat,2,1
Selesai,2024-09-01 22:01:00,SPayLater,1,0,0.0,4.5,16000.0,20000.0,111211,36000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Instant Delivery,1,1
Selesai,2024-09-01 22:01:00,SPayLater,1,0,0.0,4.5,16000.0,20000.0,111211,36000.0,Dki Jakarta,Bathroom & Cleaning,nan,,SPX,Instant Delivery,1,1
Selesai,2024-09-01 22:01:00,SPayLater,1,0,0.0,4.5,16000.0,20000.0,111211,36000.0,Dki Jakarta,Bathroom & Cleaning,nan,,SPX,Instant Delivery,1,1
Selesai,2024-09-01 22:01:00,SPayLater,1,0,0.0,4.5,16000.0,20000.0,111211,36000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Instant Delivery,1,1
Selesai,2024-09-01 22:01:00,SPayLater,1,0,0.0,4.5,16000.0,20000.0,111211,36000.0,Dki Jakarta,Tools & Accessories,nan,,SPX,Instant Delivery,1,1
Selesai,2024-09-01 22:01:00,SPayLater,1,0,0.0,4.5,16000.0,20000.0,111211,36000.0,Dki Jakarta,Tools & Accessories,nan,,SPX,Instant Delivery,1,1
Selesai,2024-09-01 22:38:00,COD (Bayar di Tempat),3,0,0.0,0.9,0.0,15000.0,54550,15000.0,Jawa Tengah,Tools & Accessories,nan,,SPX,Reguler,3,1
Selesai,2024-09-01 22:43:00,SPayLater,2,0,0.0,1.0,0.0,17000.0,34340,17000.0,Sumatera Selatan,Home Organization & Living,nan,,SPX,Hemat,2,1
Selesai,2024-09-01 23:40:00,Saldo ShopeePay,1,0,0.0,0.5,0.0,9500.0,21577,9500.0,Jawa Barat,Home Organization & Living,nan,,SPX,Reguler,1,1
Selesai,2024-09-02 03:12:00,COD (Bayar di Tempat),2,0,0.0,2.4,13000.0,15000.0,62200,28000.0,Jawa Timur,Kitchen & Dining,nan,,SPX,Hemat,2,0
Batal,2024-09-02 05:40:00,SPayLater,1,0,0.0,0.2,0.0,0.0,0,8000.0,Banten,Kitchen & Dining,Sistem Otomatis,Lainnya,Platform Default,Hemat,1,0
Selesai,2024-09-02 06:35:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,10000.0,17340,10000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Batal,2024-09-02 07:36:00,Online Payment,1,0,0.0,0.5,0.0,0.0,0,8000.0,Jawa Barat,Home Organization & Living,Pembeli,Perlu mengubah voucher,Platform Default,Hemat,1,0
Selesai,2024-09-02 07:46:00,Saldo ShopeePay,1,0,0.0,0.5,8000.0,0.0,25993,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-09-02 07:59:00,COD (Bayar di Tempat),2,0,0.0,0.16,0.0,8000.0,11220,8000.0,Dki Jakarta,Tools & Accessories,nan,,SPX,Hemat,2,0
Selesai,2024-09-02 08:35:00,COD (Bayar di Tempat),1,0,0.0,0.2,0.0,9500.0,16810,9500.0,Banten,Kitchen & Dining,nan,,SPX,Reguler,1,0
Batal,2024-09-02 08:50:00,COD (Bayar di Tempat),1,0,0.0,4.0,0.0,0.0,0,56000.0,Jawa Timur,Tools & Accessories,Pembeli,Lainnya/ berubah pikiran,SPX,Hemat,1,0
Selesai,2024-09-02 09:28:00,Online Payment,2,0,0.0,1.0,0.0,8000.0,41600,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,2,0
Selesai,2024-09-02 09:35:00,COD (Bayar di Tempat),2,0,0.0,0.16,2000.0,10000.0,13240,12000.0,Jawa Barat,Tools & Accessories,nan,,SPX,Hemat,2,0
Selesai,2024-09-02 09:54:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,8000.0,18340,8000.0,Banten,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-09-02 10:07:00,SPayLater,1,0,0.0,0.5,0.0,15000.0,20998,15000.0,Jawa Barat,Home Organization & Living,nan,,JNE,Reguler,1,0
Selesai,2024-09-02 10:40:00,SPayLater,3,0,0.0,0.6,0.0,10000.0,46450,10000.0,Dki Jakarta,Kitchen & Dining,nan,,SPX,Reguler,3,0
Selesai,2024-09-02 11:22:00,COD (Bayar di Tempat),2,0,0.0,0.75,0.0,10000.0,20176,10000.0,Banten,Kitchen & Dining,nan,,SPX,Reguler,2,0
Selesai,2024-09-02 11:22:00,COD (Bayar di Tempat),1,0,0.0,0.75,0.0,10000.0,20176,10000.0,Banten,Kitchen & Dining,nan,,SPX,Reguler,1,0
Selesai,2024-09-02 11:22:00,COD (Bayar di Tempat),1,0,0.0,0.75,0.0,10000.0,20176,10000.0,Banten,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2024-09-02 12:03:00,COD (Bayar di Tempat),1,0,0.0,1.9,48200.0,20000.0,126664,68200.0,Kalimantan Selatan,Food Storage & Packaging,nan,,SPX,Hemat,1,0
Selesai,2024-09-02 12:03:00,COD (Bayar di Tempat),1,0,0.0,1.9,48200.0,20000.0,126664,68200.0,Kalimantan Selatan,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-09-02 12:28:00,COD (Bayar di Tempat),1,0,0.0,0.08,0.0,9000.0,6610,9000.0,Jawa Barat,Tools & Accessories,nan,,SPX,Hemat,1,0
Selesai,2024-09-02 12:54:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,8000.0,18238,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-09-02 13:06:00,SPayLater,2,0,0.0,1.0,0.0,38000.0,40996,38000.0,Sulawesi Selatan,Home Organization & Living,nan,,SPX,Reguler,2,0
Batal,2024-09-02 13:21:00,SPayLater,1,0,0.0,1.7,0.0,0.0,0,20000.0,Jawa Barat,Home Organization & Living,Sistem Otomatis,Lainnya,Platform Default,Hemat,1,0
Selesai,2024-09-02 13:26:00,Saldo ShopeePay,2,0,0.0,1.0,2500.0,20000.0,165220,22500.0,Banten,Kitchen & Dining,nan,,SPX,Same Day Delivery,2,0
Batal,2024-09-02 13:33:00,Saldo ShopeePay,3,0,0.0,0.6,0.0,0.0,0,10000.0,Jawa Barat,Kitchen & Dining,Pembeli,Ubah Pesanan yang Ada,SPX,Reguler,3,0
Selesai,2024-09-02 14:07:00,SeaBank Bayar Instan,1,0,0.0,0.5,0.0,8000.0,17812,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Batal,2024-09-02 14:28:00,SPayLater,1,0,0.0,2.6,0.0,0.0,0,24000.0,Banten,Bathroom & Cleaning,Sistem Otomatis,Paket hilang di perjalanan,SPX,Hemat,1,0
Batal,2024-09-02 14:28:00,SPayLater,1,0,0.0,2.6,0.0,0.0,0,24000.0,Banten,Other,Sistem Otomatis,Paket hilang di perjalanan,SPX,Hemat,1,0
Selesai,2024-09-02 14:52:00,SPayLater,1,0,0.0,1.1,0.0,15000.0,42208,15000.0,Banten,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2024-09-02 14:52:00,SPayLater,1,0,0.0,1.1,0.0,15000.0,42208,15000.0,Banten,Food Storage & Packaging,nan,,SPX,Reguler,1,0
Selesai,2024-09-02 14:52:00,SPayLater,1,0,0.0,1.1,0.0,15000.0,42208,15000.0,Banten,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2024-09-02 15:15:00,Online Payment,4,0,0.0,2.0,13000.0,15000.0,95000,28000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,4,0
Selesai,2024-09-02 15:16:00,COD (Bayar di Tempat),1,0,0.0,1.2,8000.0,0.0,34660,8000.0,Dki Jakarta,Kitchen & Dining,nan,,SPX,Hemat,1,0
Selesai,2024-09-02 15:34:00,Online Payment,1,0,0.0,0.5,8000.0,0.0,23440,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-09-02 15:39:00,COD (Bayar di Tempat),2,0,0.0,0.4,0.0,15000.0,29560,15000.0,Di Yogyakarta,Kitchen & Dining,nan,,SPX,Reguler,2,0
Selesai,2024-09-02 15:45:00,COD (Bayar di Tempat),2,0,0.0,1.0,0.0,15000.0,41392,15000.0,Banten,Home Organization & Living,nan,,SPX,Reguler,2,0
Selesai,2024-09-02 15:46:00,COD (Bayar di Tempat),1,0,0.0,0.2,0.0,8000.0,11710,8000.0,Jawa Barat,Other,nan,,SPX,Hemat,1,0
Selesai,2024-09-02 15:54:00,COD (Bayar di Tempat),2,0,0.0,0.4,13300.0,25000.0,46186,38300.0,Riau,Kitchen & Dining,nan,,SPX,Hemat,2,0
Selesai,2024-09-02 16:14:00,Online Payment,1,0,0.0,0.08,2000.0,10000.0,7698,12000.0,Jawa Barat,Tools & Accessories,nan,,SPX,Hemat,1,0
Selesai,2024-09-02 16:33:00,Saldo ShopeePay,1,0,0.0,0.5,0.0,9500.0,21625,9500.0,Banten,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2024-09-02 18:17:00,Online Payment,1,0,0.0,0.5,0.0,8000.0,21795,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Batal,2024-09-02 18:24:00,Alfamart/Alfamidi/Dan+Dan,1,0,0.0,1.0,0.0,0.0,0,10000.0,Dki Jakarta,Kitchen & Dining,Sistem Otomatis,Penjual gagal mengirimkan pesanan tepat waktu,SPX,Reguler,1,0
Selesai,2024-09-02 18:26:00,COD (Bayar di Tempat),1,0,0.0,0.2,0.0,15000.0,15280,15000.0,Jawa Timur,Kitchen & Dining,nan,,SPX,Reguler,1,0
Selesai,2024-09-02 19:06:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,9500.0,21196,9500.0,Jawa Barat,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2024-09-02 19:40:00,BCA OneKlik,1,0,0.0,0.5,0.0,8000.0,20800,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Batal,2024-09-02 19:50:00,COD (Bayar di Tempat),1,0,0.0,0.2,0.0,0.0,0,9500.0,Banten,Kitchen & Dining,Pembeli,Ubah Pesanan yang Ada,SPX,Reguler,1,0
Selesai,2024-09-02 19:56:00,COD (Bayar di Tempat),1,0,0.0,0.2,0.0,9500.0,15810,9500.0,Banten,Kitchen & Dining,nan,,SPX,Reguler,1,0
Selesai,2024-09-02 20:03:00,COD (Bayar di Tempat),1,0,0.0,0.2,4000.0,10000.0,20890,14000.0,Jawa Tengah,Kitchen & Dining,nan,,SPX,Hemat,1,0
Selesai,2024-09-02 20:30:00,COD (Bayar di Tempat),1,0,0.0,0.08,0.0,9500.0,6610,9500.0,Jawa Barat,Tools & Accessories,nan,,SPX,Reguler,1,0
Selesai,2024-09-02 21:19:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,9500.0,21196,9500.0,Jawa Barat,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2024-09-02 21:23:00,Saldo ShopeePay,1,0,0.0,1.19,25000.0,20000.0,114000,45000.0,Banten,Other,nan,,SPX,Instant Delivery,1,0
Selesai,2024-09-02 21:23:00,Saldo ShopeePay,4,0,0.0,1.19,25000.0,20000.0,114000,45000.0,Banten,Kitchen & Dining,nan,,SPX,Instant Delivery,4,0
Selesai,2024-09-02 21:23:00,Saldo ShopeePay,1,0,0.0,1.19,25000.0,20000.0,114000,45000.0,Banten,Tools & Accessories,nan,,SPX,Instant Delivery,1,0
Selesai,2024-09-02 21:28:00,COD (Bayar di Tempat),1,0,0.0,1.7,8000.0,20000.0,75460,28000.0,Jawa Timur,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-09-02 21:35:00,Online Payment,1,0,0.0,0.5,0.0,8000.0,21800,8000.0,Banten,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-09-02 21:43:00,COD (Bayar di Tempat),4,0,0.0,0.8,15400.0,20000.0,81496,35400.0,Kalimantan Barat,Kitchen & Dining,nan,,SPX,Hemat,4,0
Selesai,2024-09-02 21:45:00,Saldo ShopeePay,1,0,0.0,0.5,0.0,10000.0,18900,10000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2024-09-02 22:19:00,Saldo ShopeePay,1,0,0.0,0.2,0.0,10000.0,17000,10000.0,Jawa Barat,Kitchen & Dining,nan,,SPX,Hemat,1,0
Selesai,2024-09-02 22:54:00,Online Payment,1,0,0.0,0.5,0.0,9500.0,20006,9500.0,Banten,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2024-09-02 23:14:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,8000.0,22780,8000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-09-03 00:04:00,COD (Bayar di Tempat),1,0,0.0,0.5,3000.0,10000.0,21800,13000.0,Banten,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-09-03 01:00:00,Online Payment,1,0,0.0,0.5,0.0,10000.0,18900,10000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2024-09-03 01:29:00,SeaBank Bayar Instan,1,0,0.0,0.5,0.0,10000.0,17417,10000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2024-09-03 01:49:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,9500.0,18238,9500.0,Banten,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2024-09-03 02:22:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,10000.0,21196,10000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2024-09-03 04:46:00,COD (Bayar di Tempat),1,0,0.0,0.2,500000.0,10000.0,16810,10500.0,Jawa Barat,Kitchen & Dining,nan,,SPX,Hemat,1,0
Selesai,2024-09-03 06:44:00,Saldo ShopeePay,1,0,0.0,0.08,0.0,9500.0,7000,9500.0,Banten,Tools & Accessories,nan,,JNE,Reguler,1,0
Selesai,2024-09-03 07:44:00,COD (Bayar di Tempat),10,0,5000.0,0.8,0.0,8000.0,46900,8000.0,Banten,Tools & Accessories,nan,,SPX,Hemat,10,0
Selesai,2024-09-03 08:18:00,COD (Bayar di Tempat),2,0,0.0,0.4,0.0,14000.0,32620,14000.0,Jawa Timur,Kitchen & Dining,nan,,SPX,Hemat,2,0
Selesai,2024-09-03 09:11:00,SeaBank Bayar Instan,1,0,0.0,0.5,0.0,10000.0,17900,10000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2024-09-03 09:22:00,COD (Bayar di Tempat),1,0,0.0,0.5,3500.0,10000.0,23550,13500.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-09-03 09:45:00,COD (Bayar di Tempat),1,0,0.0,0.2,2000.0,10000.0,11200,12000.0,Jawa Barat,Kitchen & Dining,nan,,SPX,Hemat,1,0
Batal,2024-09-03 09:47:00,SeaBank Bayar Instan,1,0,0.0,0.08,0.0,0.0,0,9500.0,Jawa Barat,Tools & Accessories,Sistem Otomatis,Lainnya,Platform Default,Reguler,1,0
Selesai,2024-09-03 10:04:00,COD (Bayar di Tempat),2,0,0.0,0.4,0.0,15000.0,32620,15000.0,Jawa Barat,Kitchen & Dining,nan,,SPX,Reguler,2,0
Selesai,2024-09-03 10:24:00,COD (Bayar di Tempat),1,0,0.0,0.2,0.0,9500.0,16810,9500.0,Jawa Barat,Kitchen & Dining,nan,,SPX,Reguler,1,0
Selesai,2024-09-03 10:29:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,8000.0,17530,8000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-09-03 10:32:00,COD (Bayar di Tempat),2,0,0.0,1.0,0.0,8000.0,32212,8000.0,Banten,Home Organization & Living,nan,,SPX,Hemat,2,0
Selesai,2024-09-03 10:50:00,Saldo ShopeePay,1,0,0.0,0.5,0.0,9500.0,19000,9500.0,Banten,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2024-09-03 10:53:00,COD (Bayar di Tempat),1,0,0.0,0.2,0.0,9500.0,15280,9500.0,Jawa Barat,Kitchen & Dining,nan,,SPX,Reguler,1,0
Selesai,2024-09-03 11:34:00,SPayLater,1,0,0.0,0.42,0.0,10000.0,22614,10000.0,Dki Jakarta,Kitchen & Dining,nan,,SPX,Reguler,1,0
Selesai,2024-09-03 11:34:00,SPayLater,1,0,0.0,0.42,0.0,10000.0,22614,10000.0,Dki Jakarta,Kitchen & Dining,nan,,SPX,Reguler,1,0
Selesai,2024-09-03 11:34:00,SPayLater,1,0,0.0,0.42,0.0,10000.0,22614,10000.0,Dki Jakarta,Other,nan,,SPX,Reguler,1,0
Selesai,2024-09-03 11:34:00,SPayLater,1,0,0.0,0.42,0.0,10000.0,22614,10000.0,Dki Jakarta,Tools & Accessories,nan,,SPX,Reguler,1,0
Selesai,2024-09-03 12:02:00,COD (Bayar di Tempat),1,0,0.0,0.08,0.0,8000.0,6100,8000.0,Jawa Barat,Tools & Accessories,nan,,SPX,Hemat,1,0
Selesai,2024-09-03 12:05:00,Saldo ShopeePay,1,0,0.0,1.0,0.0,10000.0,39686,10000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2024-09-03 12:05:00,Saldo ShopeePay,1,0,0.0,1.0,0.0,10000.0,39686,10000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2024-09-03 12:31:00,Online Payment,1,0,0.0,3.0,17500.0,0.0,104658,17500.0,Dki Jakarta,Kitchen & Dining,nan,,GoSend,Same Day Delivery,1,0
Selesai,2024-09-03 12:42:00,Saldo ShopeePay,2,0,0.0,3.4,2500.0,20000.0,131900,22500.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Same Day Delivery,2,0
Selesai,2024-09-03 13:11:00,COD (Bayar di Tempat),1,0,0.0,0.08,2500.0,10000.0,9160,12500.0,Jawa Barat,Tools & Accessories,nan,,SPX,Hemat,1,0
Selesai,2024-09-03 13:34:00,SPayLater,1,0,0.0,2.0,6000.0,10000.0,22715,16000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Batal,2024-09-03 13:47:00,Saldo ShopeePay,1,0,0.0,0.3,0.0,0.0,0,10000.0,Dki Jakarta,Tools & Accessories,Sistem Otomatis,Lainnya,Platform Default,Reguler,1,0
Selesai,2024-09-03 14:45:00,COD (Bayar di Tempat),1,0,0.0,1.2,0.0,10000.0,26500,10000.0,Jawa Barat,Kitchen & Dining,nan,,SPX,Reguler,1,0
Selesai,2024-09-03 15:12:00,Online Payment,5,0,0.0,0.35,0.0,10000.0,47000,10000.0,Dki Jakarta,Kitchen & Dining,nan,,SPX,Reguler,5,0
Selesai,2024-09-03 15:32:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,14000.0,18238,14000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-09-03 16:10:00,Saldo ShopeePay,1,0,0.0,0.6,0.0,10000.0,43468,10000.0,Jawa Barat,Kitchen & Dining,nan,,SPX,Reguler,1,0
Selesai,2024-09-03 16:10:00,Saldo ShopeePay,2,0,0.0,0.6,0.0,10000.0,43468,10000.0,Jawa Barat,Kitchen & Dining,nan,,SPX,Reguler,2,0
Selesai,2024-09-03 16:29:00,COD (Bayar di Tempat),2,0,0.0,0.16,0.0,10000.0,12220,10000.0,Dki Jakarta,Tools & Accessories,nan,,SPX,Reguler,2,0
Selesai,2024-09-03 16:29:00,COD (Bayar di Tempat),1,0,0.0,1.0,0.0,15000.0,38536,15000.0,Jawa Tengah,Home Organization & Living,nan,,J&T,Reguler,1,0
Selesai,2024-09-03 16:29:00,COD (Bayar di Tempat),1,0,0.0,1.0,0.0,15000.0,38536,15000.0,Jawa Tengah,Home Organization & Living,nan,,J&T,Reguler,1,0
Selesai,2024-09-03 16:47:00,COD (Bayar di Tempat),1,0,0.0,1.0,8000.0,0.0,29560,8000.0,Jawa Barat,Food Storage & Packaging,nan,,SPX,Hemat,1,0
Selesai,2024-09-03 16:50:00,Online Payment,1,0,0.0,0.5,0.0,8000.0,17934,8000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-09-03 16:57:00,COD (Bayar di Tempat),1,0,0.0,1.0,0.0,8000.0,38434,8000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-09-03 16:57:00,COD (Bayar di Tempat),1,0,0.0,1.0,0.0,8000.0,38434,8000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-09-03 17:09:00,Saldo ShopeePay,4,0,0.0,2.0,0.0,20000.0,81200,20000.0,Banten,Home Organization & Living,nan,,SPX,Reguler,4,0
Selesai,2024-09-03 17:55:00,SeaBank Bayar Instan,1,0,0.0,0.5,0.0,8000.0,17900,8000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Hemat,1,0
Batal,2024-09-03 18:14:00,Online Payment,1,0,0.0,1.0,0.0,0.0,0,16000.0,Lampung,Home Organization & Living,Sistem Otomatis,Lainnya,Platform Default,Hemat,1,0
Batal,2024-09-03 18:14:00,Online Payment,1,0,0.0,1.0,0.0,0.0,0,16000.0,Lampung,Home Organization & Living,Sistem Otomatis,Lainnya,Platform Default,Hemat,1,0
Selesai,2024-09-03 18:26:00,Online Payment,1,0,0.0,0.1,8000.0,0.0,21669,8000.0,Dki Jakarta,Kitchen & Dining,nan,,SPX,Hemat,1,0
Selesai,2024-09-03 18:34:00,Saldo ShopeePay,1,0,0.0,1.1,0.0,10000.0,44700,10000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2024-09-03 18:34:00,Saldo ShopeePay,1,0,0.0,1.1,0.0,10000.0,44700,10000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2024-09-03 18:34:00,Saldo ShopeePay,1,0,0.0,1.1,0.0,10000.0,44700,10000.0,Dki Jakarta,Food Storage & Packaging,nan,,SPX,Reguler,1,0
Selesai,2024-09-03 18:47:00,Saldo ShopeePay,1,0,0.0,0.5,0.0,10000.0,19000,10000.0,Dki Jakarta,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2024-09-03 18:55:00,Saldo ShopeePay,1,0,0.0,0.08,0.0,9500.0,7000,9500.0,Banten,Tools & Accessories,nan,,SPX,Reguler,1,0
Selesai,2024-09-03 19:17:00,COD (Bayar di Tempat),1,0,0.0,0.1,0.0,9500.0,11200,9500.0,Banten,Bathroom & Cleaning,nan,,SPX,Reguler,1,0
Selesai,2024-09-03 19:55:00,Online Payment,1,0,0.0,0.5,0.0,14000.0,19000,14000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Selesai,2024-09-03 20:34:00,COD (Bayar di Tempat),1,0,0.0,0.2,0.0,10000.0,16810,10000.0,Dki Jakarta,Kitchen & Dining,nan,,SPX,Reguler,1,0
Selesai,2024-09-03 21:17:00,SeaBank Bayar Instan,1,0,0.0,1.0,0.0,13000.0,34900,13000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2024-09-03 21:17:00,SeaBank Bayar Instan,1,0,0.0,1.0,0.0,13000.0,34900,13000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2024-09-03 21:23:00,Saldo ShopeePay,1,0,0.0,0.1,0.0,8000.0,17000,8000.0,Jawa Barat,Kitchen & Dining,nan,,SPX,Hemat,1,0
Selesai,2024-09-03 21:37:00,COD (Bayar di Tempat),1,0,0.0,0.5,0.0,9500.0,18238,9500.0,Jawa Barat,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2024-09-03 21:58:00,Online Payment,1,0,0.0,0.5,0.0,8000.0,21800,8000.0,Jawa Barat,Home Organization & Living,nan,,SPX,Hemat,1,0
Batal,2024-09-03 22:05:00,COD (Bayar di Tempat),1,0,0.0,0.2,0.0,0.0,0,9000.0,Jawa Barat,Kitchen & Dining,Pembeli,Ubah Pesanan yang Ada,SPX,Hemat,1,0
Selesai,2024-09-03 23:30:00,COD (Bayar di Tempat),1,0,0.0,0.08,0.0,8000.0,6610,8000.0,Banten,Tools & Accessories,nan,,SPX,Hemat,1,0
Selesai,2024-09-04 00:16:00,Pembayaran dibebaskan,1,0,0.0,0.5,0.0,9500.0,0,9500.0,Jawa Barat,Home Organization & Living,nan,,SPX,Reguler,1,0
Selesai,2024-09-04 00:17:00,COD (Bayar di Tempat),1,0,0.0,1.0,10000.0,0.0,34800,10000.0,Jawa Barat,Food Storage & Packaging,nan,,SPX,Hemat,1,0
Selesai,2024-09-04 00:39:00,COD (Bayar di Tempat),1,0,0.0,1.0,0.0,8000.0,22950,8000.0,Banten,Food Storage & Packaging,nan,,SPX,Hemat,1,0
Selesai,2024-09-04 01:06:00,COD (Bayar di Tempat),4,0,0.0,0.8,0.0,19000.0,58120,19000.0,Lampung,Kitchen & Dining,nan,,SPX,Reguler,4,0
Selesai,2024-09-04 01:53:00,Saldo ShopeePay,10,0,0.0,30.0,45000.0,20000.0,881200,65000.0,Jawa Barat,Kitchen & Dining,nan,,JNE,Kargo,10,0
