Status Pesanan,Waktu Pesanan Dibuat,Metode Pembayaran,Jumlah,Returned Quantity,Total Diskon,Total Berat,Ongkos Kirim Dibayar oleh Pembeli,Estimasi Potongan Biaya Pengiriman,Total Pembayaran,Perkiraan Ongkos Kirim,Provinsi,Kategori Produk,Jenis Pembatalan,Alasan Pembatalan,Ekspedisi,Metode Pengiriman,Jumlah Terjual Bersih,Weekend,year_month,Total Harga
Selesai,2025-11-04 10:26:00,COD (Bayar di Tempat),1,0,0,0.6,0,5000,29500,5000,Jawa Tengah,Kitchen & Dining,,,SPX,Hemat,1,No,2025-11,29500
Selesai,2025-11-04 10:26:00,COD (Bayar di Tempat),1,0,0,0.6,0,5000,29500,5000,Jawa Tengah,Home Organization & Living,,,SPX,Hemat,1,No,2025-11,29500
Selesai,2025-11-04 10:40:00,COD (Bayar di Tempat),1,0,0,0.2,0,13000,17499,13000,Sumatera Selatan,Kitchen & Dining,,,SPX,Hemat,1,No,2025-11,17499
Selesai,2025-11-04 10:58:00,COD (Bayar di Tempat),2,0,0,2.0,0,6500,43000,6500,Dki Jakarta,Home Organization & Living,,,SPX,Hemat,2,No,2025-11,43000
Selesai,2025-11-04 11:17:00,COD (Bayar di Tempat),3,0,0,0.6,0,13000,47000,13000,Sumatera Selatan,Kitchen & Dining,,,SPX,Hemat,3,No,2025-11,47000
Selesai,2025-11-04 12:02:00,SPayLater,2,0,0,0.4,0,17000,32000,17000,Sumatera Utara,Kitchen & Dining,,,SPX,Hemat,2,No,2025-11,32000
Selesai,2025-11-04 12:05:00,COD (Bayar di Tempat),2,0,0,0.4,0,6500,29000,6500,Dki Jakarta,Kitchen & Dining,,,SPX,Reguler,2,No,2025-11,29000
Selesai,2025-11-04 12:12:00,COD (Bayar di Tempat),1,0,0,0.5,0,3500,18900,3500,Banten,Home Organization & Living,,,SPX,Hemat,1,No,2025-11,18900
Selesai,2025-11-04 12:27:00,Saldo ShopeePay,1,0,0,0.5,0,3500,21900,3500,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2025-11,21900
Selesai,2025-11-04 12:31:00,COD (Bayar di Tempat),4,0,0,0.8,0,13000,64000,13000,Sumatera Selatan,Kitchen & Dining,,,SPX,Hemat,4,No,2025-11,64000
Selesai,2025-11-04 13:25:00,COD (Bayar di Tempat),1,0,0,0.2,0,5000,17500,5000,Jawa Timur,Kitchen & Dining,,,SPX,Hemat,1,No,2025-11,17500
Selesai,2025-11-04 13:28:00,COD (Bayar di Tempat),1,0,0,0.3,2000,15000,19500,17000,Sumatera Utara,Kitchen & Dining,,,SPX,Hemat,1,No,2025-11,21500
Selesai,2025-11-04 13:31:00,COD (Bayar di Tempat),1,0,0,0.08,0,3500,9000,3500,Jawa Barat,Tools & Accessories,,,SPX,Hemat,1,No,2025-11,9000
Selesai,2025-11-04 13:32:00,COD (Bayar di Tempat),1,0,0,0.5,0,5000,19500,5000,Jawa Timur,Home Organization & Living,,,SPX,Hemat,1,No,2025-11,19500
Selesai,2025-11-04 14:05:00,COD (Bayar di Tempat),1,0,0,1.4,0,10000,57625,10000,Jawa Tengah,Home Organization & Living,,,SPX,Reguler,1,No,2025-11,57625
Selesai,2025-11-04 14:23:00,Saldo ShopeePay,1,0,0,0.5,0,6500,15420,6500,Banten,Home Organization & Living,,,JNE,Reguler,1,No,2025-11,15420
Selesai,2025-11-04 14:41:00,Saldo ShopeePay,1,0,0,4.0,0,60000,369400,60000,Kalimantan Timur,Tools & Accessories,,,SPX,Hemat,1,No,2025-11,369400
Selesai,2025-11-04 16:55:00,Online Payment,103,0,0,51.5,0,108500,1415660,108500,Banten,Food Storage & Packaging,,,J&T,Kargo,103,No,2025-11,1415660
Selesai,2025-11-04 17:40:00,Saldo ShopeePay,1,0,0,0.6,0,3500,47899,3500,Jawa Barat,Kitchen & Dining,,,SPX,Hemat,1,No,2025-11,47899
Selesai,2025-11-04 17:54:00,Online Payment,2,0,0,10.8,5000,55000,211643,60000,Jawa Tengah,Kitchen & Dining,,,SPX,Hemat,2,No,2025-11,216643
Selesai,2025-11-04 19:16:00,COD (Bayar di Tempat),1,0,0,0.3,0,13000,16000,13000,Kalimantan Timur,Kitchen & Dining,,,SPX,Hemat,1,No,2025-11,16000
Selesai,2025-11-04 19:46:00,Online Payment,2,0,0,1.0,0,11000,37500,11000,Lampung,Home Organization & Living,,,SPX,Hemat,2,No,2025-11,37500
Selesai,2025-11-04 20:58:00,COD (Bayar di Tempat),1,0,0,0.5,7000,15000,24900,22000,Nanggroe Aceh Darussalam,Home Organization & Living,,,SPX,Hemat,1,No,2025-11,31900
Selesai,2025-11-04 21:14:00,COD (Bayar di Tempat),2,0,0,0.4,10000,0,42000,10000,Kalimantan Selatan,Kitchen & Dining,,,SPX,Hemat,2,No,2025-11,52000
Selesai,2025-11-04 21:48:00,Online Payment,1,0,0,0.5,0,6500,21138,6500,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2025-11,21138
Selesai,2025-11-04 22:40:00,COD (Bayar di Tempat),2,0,0,0.16,0,3500,15000,3500,Jawa Barat,Tools & Accessories,,,SPX,Hemat,2,No,2025-11,15000
Selesai,2025-11-04 22:48:00,Saldo ShopeePay,1,0,0,1.0,0,6500,31400,6500,Jawa Barat,Home Organization & Living,,,SPX,Reguler,1,No,2025-11,31400
Selesai,2025-11-04 22:57:00,Saldo ShopeePay,1,0,0,0.5,0,3500,18900,3500,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2025-11,18900
Batal,2025-11-05 04:27:00,Online Payment,1,0,0,0.2,0,0,0,14000,Bali,Kitchen & Dining,Sistem Otomatis,Lainnya,Platform Default,Hemat,1,No,2025-11,0
Batal,2025-11-05 05:14:00,COD (Bayar di Tempat),1,0,0,0.5,0,0,0,3500,Banten,Home Organization & Living,Pembeli,Perlu mengubah alamat pengiriman,SPX,Hemat,1,No,2025-11,0
Selesai,2025-11-05 07:17:00,SPayLater,2,0,0,0.4,0,3500,32998,3500,Jawa Barat,Kitchen & Dining,,,SPX,Hemat,2,No,2025-11,32998
Selesai,2025-11-05 07:55:00,Online Payment,1,0,0,0.5,0,6500,17532,6500,Dki Jakarta,Home Organization & Living,,,SPX,Hemat,1,No,2025-11,17532
Selesai,2025-11-05 09:13:00,COD (Bayar di Tempat),1,0,0,0.5,0,3500,18900,3500,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2025-11,18900
Batal,2025-11-05 10:19:00,SPayLater,4,0,0,2.0,0,0,0,39000,Dki Jakarta,Home Organization & Living,Sistem Otomatis,Lainnya,Platform Default,Instant Delivery,4,No,2025-11,0
Selesai,2025-11-05 10:20:00,SPayLater,4,0,0,2.0,20000,15000,89600,35000,Dki Jakarta,Home Organization & Living,,,SPX,Instant Delivery,4,No,2025-11,109600
Batal,2025-11-05 10:36:00,COD (Bayar di Tempat),2,0,0,2.4,0,0,0,13500,Jawa Barat,Kitchen & Dining,Pembeli,Ubah Pesanan yang Ada,SPX,Hemat,2,No,2025-11,0
Selesai,2025-11-05 10:37:00,COD (Bayar di Tempat),1,0,0,0.1,0,3500,12500,3500,Jawa Barat,Tools & Accessories,,,SPX,Hemat,1,No,2025-11,12500
Selesai,2025-11-05 10:44:00,COD (Bayar di Tempat),1,0,0,0.2,0,3500,17000,3500,Dki Jakarta,Kitchen & Dining,,,SPX,Hemat,1,No,2025-11,17000
Selesai,2025-11-05 11:52:00,COD (Bayar di Tempat),1,0,0,0.2,0,11000,17000,11000,Lampung,Kitchen & Dining,,,SPX,Hemat,1,No,2025-11,17000
Selesai,2025-11-05 12:05:00,Saldo ShopeePay,1,0,0,0.1,0,5000,12400,5000,Jawa Tengah,Tools & Accessories,,,SPX,Hemat,1,No,2025-11,12400
Selesai,2025-11-05 12:10:00,Saldo ShopeePay,1,0,0,1.0,0,6500,18400,6500,Dki Jakarta,Home Organization & Living,,,JNE,Reguler,1,No,2025-11,18400
Selesai,2025-11-05 12:21:00,Online Payment,1,0,0,0.5,0,5000,19400,5000,Jawa Tengah,Home Organization & Living,,,SPX,Hemat,1,No,2025-11,19400
Selesai,2025-11-05 12:25:00,Saldo ShopeePay,1,0,0,0.3,0,15000,16900,15000,Riau,Kitchen & Dining,,,SPX,Hemat,1,No,2025-11,16900
Selesai,2025-11-05 13:25:00,SeaBank Bayar Instan,2,0,0,0.2,0,23000,103361,23000,Banten,Tools & Accessories,,,SPX,Instant Delivery,2,No,2025-11,103361
Selesai,2025-11-05 13:25:00,SeaBank Bayar Instan,2,1,0,0.2,0,23000,103361,23000,Banten,Tools & Accessories,,,SPX,Instant Delivery,1,No,2025-11,103361
Selesai,2025-11-05 13:39:00,Kartu Kredit/Debit,1,0,0,12.0,0,58500,1318000,58500,Jawa Barat,Tools & Accessories,,,SPX,Hemat,1,No,2025-11,1318000
Selesai,2025-11-05 14:52:00,COD (Bayar di Tempat),1,0,0,0.6,0,5000,28509,5000,Jawa Tengah,Kitchen & Dining,,,SPX,Hemat,1,No,2025-11,28509
Selesai,2025-11-05 14:52:00,COD (Bayar di Tempat),1,0,0,0.6,0,5000,28509,5000,Jawa Tengah,Kitchen & Dining,,,SPX,Hemat,1,No,2025-11,28509
Selesai,2025-11-05 14:53:00,COD (Bayar di Tempat),1,0,0,0.5,0,3500,19000,3500,Dki Jakarta,Home Organization & Living,,,SPX,Hemat,1,No,2025-11,19000
Selesai,2025-11-05 16:00:00,COD (Bayar di Tempat),3,0,0,3.6,3500,10000,35500,13500,Banten,Kitchen & Dining,,,SPX,Hemat,3,No,2025-11,39000
Selesai,2025-11-05 16:08:00,COD (Bayar di Tempat),3,0,0,0.6,6500,0,55000,6500,Jawa Barat,Kitchen & Dining,,,SPX,Reguler,3,No,2025-11,61500
Selesai,2025-11-05 16:29:00,COD (Bayar di Tempat),1,0,0,1.0,0,5000,35900,5000,Jawa Tengah,Home Organization & Living,,,SPX,Hemat,1,No,2025-11,35900
Selesai,2025-11-05 16:37:00,Saldo ShopeePay,1,0,0,0.5,0,3500,17287,3500,Dki Jakarta,Home Organization & Living,,,SPX,Hemat,1,No,2025-11,17287
Selesai,2025-11-05 17:06:00,COD (Bayar di Tempat),1,0,0,2.0,0,50000,80000,50000,Sulawesi Selatan,Kitchen & Dining,,,SPX,Hemat,1,No,2025-11,80000
Selesai,2025-11-05 18:25:00,COD (Bayar di Tempat),2,0,0,0.4,0,3500,32998,3500,Jawa Barat,Kitchen & Dining,,,SPX,Hemat,2,No,2025-11,32998
Selesai,2025-11-05 18:48:00,Online Payment,1,0,0,0.08,5000,0,11533,5000,Jawa Tengah,Tools & Accessories,,,SPX,Hemat,1,No,2025-11,16533
Selesai,2025-11-05 19:15:00,COD (Bayar di Tempat),1,0,0,0.08,0,3500,8500,3500,Banten,Tools & Accessories,,,SPX,Hemat,1,No,2025-11,8500
Selesai,2025-11-05 19:39:00,COD (Bayar di Tempat),1,0,0,0.5,0,15000,18900,15000,Jambi,Home Organization & Living,,,SPX,Hemat,1,No,2025-11,18900
Selesai,2025-11-05 19:55:00,COD (Bayar di Tempat),1,0,0,1.0,0,3500,22000,3500,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2025-11,22000
Selesai,2025-11-05 20:40:00,COD (Bayar di Tempat),1,0,0,4.0,0,60000,369500,60000,Sumatera Utara,Tools & Accessories,,,SPX,Hemat,1,No,2025-11,369500
Selesai,2025-11-05 20:43:00,Kartu Kredit/Debit,1,0,0,4.0,13500,0,370029,13500,Jawa Barat,Tools & Accessories,,,SPX,Hemat,1,No,2025-11,383529
Selesai,2025-11-05 21:24:00,Online Payment,1,0,0,0.3,0,3500,17000,3500,Dki Jakarta,Kitchen & Dining,,,SPX,Hemat,1,No,2025-11,17000
Selesai,2025-11-05 21:40:00,COD (Bayar di Tempat),1,0,0,0.25,0,5000,10500,5000,Jawa Tengah,Food Storage & Packaging,,,SPX,Hemat,1,No,2025-11,10500
Selesai,2025-11-05 22:17:00,COD (Bayar di Tempat),1,0,0,0.5,10300,15000,29800,25300,Kepulauan Riau,Home Organization & Living,,,SPX,Reguler,1,No,2025-11,40100
Selesai,2025-11-05 22:40:00,COD (Bayar di Tempat),5,0,0,1.0,0,15000,79500,15000,Riau,Kitchen & Dining,,,SPX,Hemat,5,No,2025-11,79500
Selesai,2025-11-05 23:07:00,COD (Bayar di Tempat),2,0,0,0.6,0,5000,32000,5000,Di Yogyakarta,Kitchen & Dining,,,SPX,Hemat,2,No,2025-11,32000
Selesai,2025-11-05 23:26:00,COD (Bayar di Tempat),1,0,0,0.2,0,15000,17499,15000,Sumatera Barat,Kitchen & Dining,,,SPX,Hemat,1,No,2025-11,17499
Selesai,2025-11-06 00:21:00,COD (Bayar di Tempat),1,0,0,0.5,0,3500,18895,3500,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2025-11,18895
Selesai,2025-11-06 05:20:00,COD (Bayar di Tempat),1,0,0,0.1,0,3500,6500,3500,Jawa Barat,Tools & Accessories,,,SPX,Hemat,1,No,2025-11,6500
Selesai,2025-11-06 06:26:00,COD (Bayar di Tempat),1,0,0,0.2,0,5000,17500,5000,Jawa Tengah,Kitchen & Dining,,,SPX,Hemat,1,No,2025-11,17500
Selesai,2025-11-06 06:33:00,COD (Bayar di Tempat),1,0,0,0.5,0,3500,22000,3500,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2025-11,22000
Selesai,2025-11-06 06:36:00,Saldo ShopeePay,1,0,0,0.5,0,3500,18800,3500,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2025-11,18800
Selesai,2025-11-06 07:20:00,COD (Bayar di Tempat),1,0,0,0.2,0,3500,17500,3500,Jawa Barat,Kitchen & Dining,,,SPX,Hemat,1,No,2025-11,17500
Selesai,2025-11-06 07:37:00,COD (Bayar di Tempat),12,0,0,2.4,0,144000,184400,144000,Sumatera Selatan,Kitchen & Dining,,,SPX,Reguler,12,No,2025-11,184400
Selesai,2025-11-06 07:47:00,Online Payment,1,0,0,1.0,0,10000,36500,10000,Jawa Barat,Home Organization & Living,,,JNE,Reguler,1,No,2025-11,36500
Batal,2025-11-06 07:47:00,Saldo ShopeePay,1,0,0,1.05,0,0,0,5000,Jawa Timur,Kitchen & Dining,Pembeli,Ubah Pesanan yang Ada,SPX,Hemat,1,No,2025-11,0
Batal,2025-11-06 07:47:00,Saldo ShopeePay,5,0,0,1.05,0,0,0,5000,Jawa Timur,Kitchen & Dining,Pembeli,Ubah Pesanan yang Ada,SPX,Hemat,5,No,2025-11,0
Batal,2025-11-06 08:37:00,COD (Bayar di Tempat),1,0,0,6.0,0,0,0,23500,Banten,Kitchen & Dining,Pembeli,Perlu mengubah alamat pengiriman,SPX,Hemat,1,No,2025-11,0
Selesai,2025-11-06 08:49:00,COD (Bayar di Tempat),5,0,0,6.0,15000,10000,67000,25000,Jawa Tengah,Kitchen & Dining,,,SPX,Hemat,5,No,2025-11,82000
Selesai,2025-11-06 08:53:00,SeaBank Bayar Instan,1,0,0,0.05,0,3500,28500,3500,Dki Jakarta,Tools & Accessories,,,SPX,Hemat,1,No,2025-11,28500
Batal,2025-11-06 09:28:00,COD (Bayar di Tempat),1,0,0,0.4,0,0,0,11000,Sulawesi Selatan,Food Storage & Packaging,Pembeli,Perlu mengubah alamat pengiriman,SPX,Hemat,1,No,2025-11,0
Batal,2025-11-06 09:29:00,COD (Bayar di Tempat),1,0,0,2.0,0,0,0,60000,Kalimantan Tengah,Kitchen & Dining,Pembeli,Lainnya/ berubah pikiran,SPX,Hemat,1,No,2025-11,0
Selesai,2025-11-06 09:30:00,COD (Bayar di Tempat),1,0,0,5.4,0,140000,165200,140000,Kalimantan Tengah,Kitchen & Dining,,,SPX,Hemat,1,No,2025-11,165200
Selesai,2025-11-06 11:18:00,Online Payment,1,0,0,0.2,0,3500,15568,3500,Jawa Barat,Kitchen & Dining,,,SPX,Hemat,1,No,2025-11,15568
Selesai,2025-11-06 11:26:00,COD (Bayar di Tempat),10,0,0,2.0,0,18000,153990,18000,Riau,Kitchen & Dining,,,SPX,Hemat,10,No,2025-11,153990
Selesai,2025-11-06 11:28:00,COD (Bayar di Tempat),1,0,0,0.2,0,3500,17000,3500,Banten,Kitchen & Dining,,,SPX,Hemat,1,No,2025-11,17000
Selesai,2025-11-06 11:59:00,Saldo ShopeePay,1,0,0,1.7,0,6500,44073,6500,Jawa Barat,Kitchen & Dining,,,SPX,Hemat,1,No,2025-11,44073
Selesai,2025-11-06 11:59:00,Saldo ShopeePay,1,0,0,1.7,0,6500,44073,6500,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2025-11,44073
Selesai,2025-11-06 11:59:00,Saldo ShopeePay,1,0,0,1.7,0,6500,44073,6500,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2025-11,44073
Selesai,2025-11-06 12:06:00,COD (Bayar di Tempat),1,0,0,6.0,0,23500,128420,23500,Banten,Kitchen & Dining,,,SPX,Hemat,1,No,2025-11,128420
Selesai,2025-11-06 12:14:00,COD (Bayar di Tempat),1,0,0,0.3,0,3500,17000,3500,Jawa Barat,Kitchen & Dining,,,SPX,Hemat,1,No,2025-11,17000
Selesai,2025-11-06 12:23:00,Saldo ShopeePay,1,0,0,0.5,0,14000,15420,14000,Sulawesi Tengah,Home Organization & Living,,,SPX,Hemat,1,No,2025-11,15420
Selesai,2025-11-06 12:41:00,COD (Bayar di Tempat),1,0,0,0.2,0,3500,17000,3500,Jawa Barat,Kitchen & Dining,,,SPX,Hemat,1,No,2025-11,17000
Selesai,2025-11-06 13:51:00,Online Payment,1,0,0,1.05,0,15000,47900,15000,Riau,Bathroom & Cleaning,,,SPX,Hemat,1,No,2025-11,47900
Selesai,2025-11-06 13:51:00,Online Payment,1,0,0,1.05,0,15000,47900,15000,Riau,Home Organization & Living,,,SPX,Hemat,1,No,2025-11,47900
Selesai,2025-11-06 13:51:00,Online Payment,1,0,0,1.05,0,15000,47900,15000,Riau,Food Storage & Packaging,,,SPX,Hemat,1,No,2025-11,47900
Selesai,2025-11-06 14:54:00,Online Payment,1,0,0,0.5,0,3500,23500,3500,Banten,Home Organization & Living,,,SPX,Hemat,1,No,2025-11,23500
Selesai,2025-11-06 15:30:00,COD (Bayar di Tempat),2,0,0,0.4,0,15000,32000,15000,Sumatera Barat,Kitchen & Dining,,,SPX,Hemat,2,No,2025-11,32000
Selesai,2025-11-06 15:52:00,COD (Bayar di Tempat),1,0,0,0.1,0,3500,12500,3500,Banten,Tools & Accessories,,,SPX,Hemat,1,No,2025-11,12500
Selesai,2025-11-06 16:07:00,COD (Bayar di Tempat),2,0,0,0.4,0,3500,31998,3500,Jawa Barat,Kitchen & Dining,,,SPX,Hemat,2,No,2025-11,31998
Selesai,2025-11-06 16:22:00,COD (Bayar di Tempat),1,0,0,0.2,0,15000,17499,15000,Sumatera Barat,Kitchen & Dining,,,SPX,Hemat,1,No,2025-11,17499
Selesai,2025-11-06 16:52:00,Online Payment,2,0,0,10.8,5000,55000,211537,60000,Jawa Tengah,Kitchen & Dining,,,SPX,Hemat,2,No,2025-11,216537
Selesai,2025-11-06 17:39:00,COD (Bayar di Tempat),5,0,0,1.0,0,22000,79500,22000,Nanggroe Aceh Darussalam,Kitchen & Dining,,,SPX,Hemat,5,No,2025-11,79500
Selesai,2025-11-06 18:22:00,COD (Bayar di Tempat),2,0,0,0.3,0,3500,12381,3500,Banten,Kitchen & Dining,,,SPX,Hemat,2,No,2025-11,12381
Selesai,2025-11-06 18:41:00,Online Payment,2,0,0,2.4,3500,10000,25500,13500,Dki Jakarta,Kitchen & Dining,,,SPX,Hemat,2,No,2025-11,29000
Selesai,2025-11-06 18:45:00,SPayLater,2,0,0,2.4,0,15000,20726,15000,Jawa Timur,Kitchen & Dining,,,SPX,Hemat,2,No,2025-11,20726
Selesai,2025-11-06 18:48:00,COD (Bayar di Tempat),1,0,0,4.0,30000,30000,399500,60000,Bali,Tools & Accessories,,,SPX,Hemat,1,No,2025-11,429500
Selesai,2025-11-06 19:46:00,Saldo ShopeePay,1,0,0,0.5,0,3500,22400,3500,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2025-11,22400
Selesai,2025-11-06 22:28:00,SPayLater,1,0,0,0.4,5000,0,17196,5000,Jawa Tengah,Home Organization & Living,,,SPX,Hemat,1,No,2025-11,22196
Batal,2025-11-07 02:53:00,Online Payment,2,0,0,0.8,0,0,0,14000,Dki Jakarta,Kitchen & Dining,Pembeli,Perlu mengubah alamat pengiriman,Platform Default,Instant Delivery,2,No,2025-11,0
Batal,2025-11-07 02:53:00,Online Payment,2,0,0,0.8,0,0,0,14000,Dki Jakarta,Kitchen & Dining,Pembeli,Perlu mengubah alamat pengiriman,Platform Default,Instant Delivery,2,No,2025-11,0
Batal,2025-11-07 03:00:00,Online Payment,2,0,0,0.8,0,0,0,14000,Dki Jakarta,Kitchen & Dining,Pembeli,Perlu mengubah pesanan,Platform Default,Instant Delivery,2,No,2025-11,0
Batal,2025-11-07 03:00:00,Online Payment,2,0,0,0.8,0,0,0,14000,Dki Jakarta,Kitchen & Dining,Pembeli,Perlu mengubah pesanan,Platform Default,Instant Delivery,2,No,2025-11,0
Selesai,2025-11-07 05:47:00,COD (Bayar di Tempat),1,0,0,0.5,0,3500,18900,3500,Dki Jakarta,Home Organization & Living,,,SPX,Hemat,1,No,2025-11,18900
Selesai,2025-11-07 06:54:00,Saldo ShopeePay,1,0,0,0.2,0,3500,11900,3500,Dki Jakarta,Kitchen & Dining,,,SPX,Hemat,1,No,2025-11,11900
Selesai,2025-11-07 07:11:00,COD (Bayar di Tempat),2,0,0,1.0,0,18000,35800,18000,Bangka Belitung,Home Organization & Living,,,SPX,Hemat,2,No,2025-11,35800
Selesai,2025-11-07 07:18:00,Online Payment,1,0,0,1.0,0,11000,22500,11000,Lampung,Home Organization & Living,,,SPX,Hemat,1,No,2025-11,22500
Selesai,2025-11-07 07:32:00,COD (Bayar di Tempat),2,0,0,2.4,5000,10000,27000,15000,Jawa Tengah,Kitchen & Dining,,,SPX,Hemat,2,No,2025-11,32000
Selesai,2025-11-07 08:22:00,SPayLater,1,0,0,1.0,0,3500,35900,3500,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2025-11,35900
Batal,2025-11-07 08:32:00,Online Payment,3,0,0,3.6,0,0,0,13500,Jawa Barat,Kitchen & Dining,Pembeli,Proses pembayaran sulit,Platform Default,Hemat,3,No,2025-11,0
Selesai,2025-11-07 08:54:00,SPayLater,12,0,0,4.2,24000,10000,104000,34000,Dki Jakarta,Kitchen & Dining,,,SPX,Instant Delivery,12,No,2025-11,128000
Selesai,2025-11-07 09:07:00,COD (Bayar di Tempat),1,0,0,0.3,0,3500,17000,3500,Banten,Kitchen & Dining,,,SPX,Hemat,1,No,2025-11,17000
Selesai,2025-11-07 09:29:00,SeaBank Bayar Instan,2,0,0,2.4,0,13500,19098,13500,Jawa Barat,Kitchen & Dining,,,SPX,Hemat,2,No,2025-11,19098
Selesai,2025-11-07 10:11:00,COD (Bayar di Tempat),1,0,0,0.08,0,3500,8500,3500,Jawa Barat,Tools & Accessories,,,SPX,Hemat,1,No,2025-11,8500
Selesai,2025-11-07 10:17:00,COD (Bayar di Tempat),1,0,0,0.08,0,3500,8567,3500,Jawa Barat,Tools & Accessories,,,SPX,Hemat,1,No,2025-11,8567
Selesai,2025-11-07 10:52:00,Saldo ShopeePay,1,0,0,0.5,0,3500,18900,3500,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2025-11,18900
Selesai,2025-11-07 11:09:00,COD (Bayar di Tempat),1,1,0,0.3,0,0,0,15000,Sumatera Barat,Kitchen & Dining,,,SPX,Hemat,0,No,2025-11,0
Selesai,2025-11-07 11:09:00,Online Payment,1,0,0,5.4,0,35000,101700,35000,Banten,Kitchen & Dining,,,SPX,Instant Delivery,1,No,2025-11,101700
Selesai,2025-11-07 11:33:00,COD (Bayar di Tempat),1,0,0,0.08,0,3500,8500,3500,Banten,Tools & Accessories,,,SPX,Hemat,1,No,2025-11,8500
Selesai,2025-11-07 11:53:00,COD (Bayar di Tempat),1,0,0,0.4,0,3500,13639,3500,Jawa Barat,Home Organization & Living,,,SPX,Hemat,1,No,2025-11,13639
Selesai,2025-11-07 13:38:00,Online Payment,2,0,0,0.8,0,14000,39000,14000,Dki Jakarta,Kitchen & Dining,,,SPX,Instant Delivery,2,No,2025-11,39000
Selesai,2025-11-07 13:38:00,Online Payment,2,0,0,0.8,0,14000,39000,14000,Dki Jakarta,Kitchen & Dining,,,SPX,Instant Delivery,2,No,2025-11,39000
Batal,2025-11-07 14:21:00,COD (Bayar di Tempat),5,0,0,1.5,0,0,0,17000,Bali,Kitchen & Dining,Sistem Otomatis,Pengiriman gagal,SPX,Hemat,5,No,2025-11,0
Selesai,2025-11-07 14:22:00,COD (Bayar di Tempat),1,0,0,0.5,0,11000,19000,11000,Sulawesi Selatan,Home Organization & Living,,,SPX,Hemat,1,No,2025-11,19000
Selesai,2025-11-07 14:32:00,COD (Bayar di Tempat),1,0,0,0.08,0,3500,9000,3500,Dki Jakarta,Tools & Accessories,,,SPX,Hemat,1,No,2025-11,9000
Selesai,2025-11-07 14:38:00,COD (Bayar di Tempat),1,0,0,0.5,0,14000,19400,14000,Bali,Home Organization & Living,,,SPX,Hemat,1,No,2025-11,19400
Selesai,2025-11-07 14:48:00,SPayLater,1,0,0,2.1,0,8500,88315,8500,Jawa Barat,Home Organization & Living,,,JNE,Reguler,1,No,2025-11,88315
Selesai,2025-11-07 14:48:00,SPayLater,2,0,0,2.1,0,8500,88315,8500,Jawa Barat,Kitchen & Dining,,,JNE,Reguler,2,No,2025-11,88315
Selesai,2025-11-07 16:38:00,COD (Bayar di Tempat),2,0,0,0.4,0,3500,32000,3500,Jawa Barat,Kitchen & Dining,,,SPX,Hemat,2,No,2025-11,32000
Selesai,2025-11-07 16:50:00,COD (Bayar di Tempat),1,0,0,5.4,0,90000,143136,90000,Sumatera Barat,Kitchen & Dining,,,SPX,Hemat,1,No,2025-11,143136
Batal,2025-11-07 17:08:00,COD (Bayar di Tempat),1,0,0,0.2,0,0,0,5000,Jawa Timur,Kitchen & Dining,Pembeli,Lainnya/ berubah pikiran,SPX,Hemat,1,No,2025-11,0
Selesai,2025-11-07 17:17:00,COD (Bayar di Tempat),1,0,0,0.2,0,15000,17500,15000,Riau,Kitchen & Dining,,,SPX,Hemat,1,No,2025-11,17500
Selesai,2025-11-07 18:22:00,COD (Bayar di Tempat),2,0,0,0.16,0,3500,15000,3500,Jawa Barat,Tools & Accessories,,,SPX,Hemat,2,No,2025-11,15000
Selesai,2025-11-07 18:59:00,COD (Bayar di Tempat),3,0,0,0.6,0,10000,48500,10000,Kalimantan Selatan,Kitchen & Dining,,,SPX,Hemat,3,No,2025-11,48500
Selesai,2025-11-07 19:15:00,COD (Bayar di Tempat),1,0,0,0.5,0,3500,19000,3500,Banten,Home Organization & Living,,,SPX,Hemat,1,No,2025-11,19000
Selesai,2025-11-07 20:19:00,Saldo ShopeePay,1,0,0,1.0,0,9900,38419,9900,Sumatera Selatan,Home Organization & Living,,,SPX,Hemat,1,No,2025-11,38419
Selesai,2025-11-07 21:17:00,COD (Bayar di Tempat),1,0,0,6.0,0,23500,128330,23500,Jawa Barat,Kitchen & Dining,,,SPX,Hemat,1,No,2025-11,128330
Selesai,2025-11-07 21:27:00,COD (Bayar di Tempat),1,0,0,0.2,0,15000,17000,15000,Sumatera Barat,Kitchen & Dining,,,SPX,Hemat,1,No,2025-11,17000
Selesai,2025-11-07 21:31:00,COD (Bayar di Tempat),1,0,0,0.3,0,15000,17000,15000,Riau,Kitchen & Dining,,,SPX,Hemat,1,No,2025-11,17000
